house_name,z_estimate,estimated_range_min,estimated_range_max,user_id,city_id,neighborhood_id,prices
'56601 Goodwin Extensions',678586,661166,696006,20,4,28,'809160 812542 816204 822336 823100 827003 830477 836423 837461 844034 846640 851092 853866 854674 861475 861169 865195 871543 872075 875496 879015 882228 886565 889895 896102 899524 902894 904027 909708 913941 917164 917923 924535 927661 927630 932052 935560 941281 945587 945574 951689 955647 956414 960040 966202 966344 969972 977012 980131 980796 986917 990647 990973 997589 1000686 1004582 1007804 1011589 1012126 1015420 1022460 1022905 1029557 1029868 1033080 1036668 1042677 1046311 1050180 1053321 1054588 1057548 1064588 1064884 1067880 1071649 1075263 1081242 1081867 1085602 1092004 1092729 1096256 1099701 1106105 1109297 1112771 1114091 1116962 1123639 1126742 1127425 1134373 1134696 1140776 1141831 1148194 1148709 1151638 1155856 1161730 1162380 1165942 1172458 1173487 1176937 1180203 1186400 1187177 1193491 1194289 1197497 1201112 1204883 1208574 1214588 1215083 1218237 1225248 1225190 '
'790 Volkman Keys',606317,586412,626222,99,10,37,'753749 756826 763149 764332 770108 770817 774025 777658 784089 787569 788715 792243 798038 798998 805564 809253 812294 812597 816340 820025 826053 829414 833562 836445 837064 841313 847722 847589 850961 854446 858191 864713 865875 871784 872025 876094 879507 882714 886891 890066 893476 899819 900036 906557 907745 910615 914828 917527 921441 925271 931451 935151 938495 938538 941958 948706 952378 955874 959410 963093 966333 969929 970608 977133 980667 981285 983904 987405 994559 994622 998532 1001728 1008428 1011873 1012286 1018476 1019123 1022532 1029864 1029792 1033510 1036823 1040787 1043904 1047705 1051255 1054824 1057609 1064222 1065312 1068230 1072097 1077996 1082051 1082547 1088811 1092602 1093092 1099553 1100129 1106228 1109721 1110091 1114288 1117143 1123657 1124877 1127985 1134168 1138223 1140962 1145194 1148000 1148958 1152284 1156099 1159600 1162911 1166808 1173228 '
'249 Daniel Haven',756464,736965,775963,72,2,32,'896999 898280 904362 904459 908091 914809 918613 918712 925027 925443 932631 935549 939353 939960 943405 946586 950763 953443 957261 964369 967499 970863 974360 974507 981438 982316 988714 991416 995162 999080 1002689 1006369 1009016 1010396 1013072 1016400 1023023 1023657 1027458 1031208 1034753 1038329 1044894 1044507 1048420 1052179 1058192 1059175 1062766 1068470 1072236 1075568 1079895 1082446 1083205 1087351 1092938 1094021 1096916 1101018 1103977 1110512 1114384 1117954 1118121 1124573 1128044 1129174 1132182 1135528 1139661 1142658 1146288 1153034 1153391 1160231 1160540 1163927 1170135 1173850 1174097 1180550 1184244 1188314 1191268 1191500 1195319 1198417 1205230 1209198 1208902 1213340 1216547 1220047 1226809 1227169 1233723 1234085 1240781 1241328 1247208 1250813 1254592 1258193 1261474 1265180 1268033 1268636 1272598 1278855 1282478 1282748 1289873 1293347 1293819 1296711 1303430 1303526 1307545 1314198 '
'24337 Velva Ferry',671206,654321,688091,74,1,43,'738559 741815 741935 748464 749648 752514 759363 762568 766247 766846 773777 774023 776929 781273 787494 788185 791419 795200 798171 805362 807949 812173 815302 818738 819091 825891 829598 830190 833147 840192 843740 843872 847181 850646 857808 860527 860929 867436 868164 874967 874936 879181 885289 889101 892328 893208 899076 902597 906205 909779 913353 914099 917910 921315 926952 927675 934105 938036 940951 944930 945136 948516 955809 956038 962796 962784 966841 969988 976344 980165 980613 983473 987575 994352 994098 1000895 1004520 1005272 1011036 1011797 1017923 1019073 1022571 1028782 1032665 1032843 1038942 1039490 1046334 1050174 1053020 1053632 1057314 1063841 1064638 1067565 1074738 1078412 1081479 1085156 1088186 1088660 1094960 1098931 1099342 1106227 1106601 1109438 1113901 1116934 1123471 1124021 1130757 1133708 1134493 1140785 1140943 1148285 1148587 1152232 '
'77733 Alvis Light',734182,723628,744736,9,17,21,'615343 618268 621933 625303 626654 632925 633376 636487 642725 646907 647046 653628 654030 657458 661382 664992 670678 674903 678392 681649 684843 688677 688759 692694 699636 702627 703524 709646 712738 714145 720234 724032 723696 730513 730828 737386 738401 742046 748544 751666 755114 755777 759551 765676 765819 769746 776511 776476 782997 784003 787108 790796 794504 797597 800669 807691 810823 815144 814704 821881 821911 828853 831971 836064 835958 842628 845687 849481 852969 856193 857650 864128 867092 871089 871610 877810 878419 884517 887966 888266 894993 896101 902458 905762 906138 909931 916446 916871 919770 926873 929817 930447 937383 937867 941633 944517 947785 952129 955154 961584 965252 966016 969228 975216 975936 979661 982747 987054 990563 996173 1000302 1004044 1006922 1010738 1013747 1014758 1021121 1025109 1027903 1032028 '
'20726 Prohaska Tunnel',858535,848333,868737,35,17,41,'582559 583400 586562 593333 596532 599591 600331 603885 607664 614396 617884 617774 624303 624986 631399 635077 635771 642261 645556 646281 652183 655964 659558 660304 666206 667261 673411 676645 680532 683832 684237 688215 691872 695530 698651 705367 708574 708606 715617 716223 719715 726207 726470 732744 736673 740236 740267 746911 750214 753811 757865 761190 761375 768358 771811 771655 775237 782416 786046 785750 789954 795810 796841 803417 803355 806812 813676 814554 820271 824033 828034 831449 831090 835407 838687 842045 848105 852332 855888 855794 862486 863487 866923 872588 873503 880146 880706 883984 887075 891328 897176 898505 901762 907755 911848 915057 918095 922351 922643 926006 932994 932566 937042 939667 946784 950159 953833 956862 957908 964201 967110 970651 974817 978003 978647 981673 988647 992446 995430 995906 '
'599 Loyal Mission',915823,896936,934710,1,9,19,'960378 964182 968175 968076 972148 977965 978805 982263 988848 989703 995909 996303 1002978 1006035 1010180 1010330 1017303 1020504 1020403 1023938 1030370 1030832 1037578 1037821 1045140 1045148 1049126 1055496 1059268 1062787 1063009 1065846 1070112 1076653 1076976 1080321 1086961 1090466 1093323 1094043 1101095 1101796 1105026 1111369 1114436 1118673 1118752 1122684 1126043 1132649 1132585 1139802 1140306 1143347 1149748 1150650 1153849 1157261 1160367 1167751 1167614 1174566 1174582 1178650 1184579 1185156 1191537 1192271 1198565 1202315 1205785 1209297 1213210 1213204 1220069 1220652 1223905 1230398 1234120 1234310 1237355 1241711 1245188 1248774 1252262 1255510 1259232 1262515 1265756 1271890 1273251 1276083 1283057 1286377 1287052 1293699 1293435 1297258 1304308 1303911 1307984 1311266 1317481 1321560 1324607 1325694 1328987 1335076 1336155 1342727 1342903 1346095 1350288 1353217 1356451 1363060 1363850 1369996 1370541 1377749 '
'060 Welch Isle',748602,732673,764531,91,13,45,'535858 536741 543036 546786 547232 551002 554464 560560 563839 567518 570877 574822 577710 578193 585308 585399 591642 593128 596519 599625 606329 609196 613411 613755 619856 623149 623645 627431 631328 634765 638215 641975 647887 649062 652553 656130 658961 665460 668711 672211 673465 679934 680327 687112 687131 693501 694223 700288 701282 707964 708027 714696 714921 719030 721762 728280 732087 735966 736406 739739 742995 749307 749997 753860 757172 763141 764223 767504 770878 777949 781107 784894 787663 789025 792469 798951 801945 802954 808729 810023 813298 819942 822838 824131 829903 833656 836859 838101 840841 847273 848508 854553 855073 861676 861974 868641 872389 876082 878817 879914 882645 886296 890017 897012 900182 903748 907561 907574 913747 915048 920726 921355 925556 931522 931795 935805 939325 945270 948965 952952 '
'625 Kautzer Hills',575054,559075,591033,26,18,10,'634186 640537 640612 644532 647674 651726 658261 657926 662077 664913 669050 675350 678393 679759 682750 689345 689483 692870 697267 703367 703581 707173 714149 714064 720769 724516 724438 727899 732021 735583 741631 742488 745362 752058 755697 758903 759397 763517 766941 773400 776617 780204 784002 784194 787497 791288 797488 801137 802035 808543 811484 811866 815477 821790 822534 826542 832391 833536 836527 840426 846541 850107 854075 854229 860989 861188 867846 871474 875166 878766 882206 882101 888538 888959 892294 896562 899567 903484 906467 909852 914022 920396 920408 927028 930340 933987 934669 938584 944754 948141 951682 955630 955651 959410 963279 966169 973106 976357 979900 983560 986669 989931 991036 997002 998065 1003865 1007305 1010977 1015098 1018697 1021866 1022180 1028729 1032688 1035307 1038891 1042580 1043449 1047221 1050356 '
'01179 Padberg Mountain',622711,605217,640205,58,3,2,'646971 650084 650604 654527 658055 661144 665084 668483 674645 675086 678341 685749 689233 689142 695397 699410 702391 703779 709595 710226 716750 719999 721217 727086 730973 734608 734727 741259 742274 745791 749265 752422 758676 758810 762855 769446 769464 773388 779826 780578 786969 787142 790614 794225 797539 803859 805294 811605 811874 815273 822023 825153 825494 832045 835468 836459 842335 846153 849468 853116 853410 857151 860522 867044 870925 874421 877615 878540 882183 885633 892291 892769 895724 899708 903020 908915 909893 913542 919647 923320 926949 927655 933482 936922 940928 941210 944427 947969 954336 955201 961576 964946 965737 969753 972321 976536 982366 982984 989937 990570 994129 1000404 1004002 1004579 1007438 1014753 1014428 1021237 1022210 1028404 1028927 1035236 1035785 1042532 1042308 1049529 1052815 1052831 1059799 1063315 '
'4914 Martina Vista',742610,730130,755090,35,14,25,'597008 599604 606042 606682 613952 614518 617916 624527 627386 630683 634455 635171 641657 645207 645457 651631 655176 659427 662532 663190 669857 673004 676916 680277 680509 683725 690498 691143 697701 700630 701396 704877 708965 714612 715262 719020 722345 725801 732596 733396 740006 739559 743749 749959 753709 757120 757153 763619 764812 767591 774596 777562 781078 784979 785508 791886 792132 799325 802767 802807 809738 809638 816484 820068 820856 826876 830557 830728 837576 840965 844177 847651 848685 852258 855328 858973 865073 866298 869113 872597 876637 879928 886740 889630 893272 893867 897282 901431 907474 907997 911362 914985 919030 921567 925804 932462 935807 936355 942652 945911 949520 952930 956301 959703 963100 964439 968030 974419 974123 977578 984355 984769 989002 995490 998055 1001817 1005230 1006426 1012607 1015929 '
'84712 Miller Ramp',761702,749864,773540,4,16,10,'844536 851163 851863 855415 862092 861825 865317 869083 876040 876428 880016 883714 886524 889954 893818 900208 903389 906899 910399 914151 917686 917884 922177 928313 932254 931974 938752 942675 946088 945973 949794 952993 956513 960172 963422 969881 971005 976965 980305 981606 984588 991286 991511 998639 1001635 1004816 1008314 1008929 1016074 1019404 1020213 1023197 1029533 1032836 1033682 1040304 1041234 1046891 1051275 1054368 1054728 1058184 1062158 1068321 1069096 1072229 1075613 1079157 1085888 1085898 1092830 1096166 1100284 1103404 1103501 1107315 1110741 1117481 1117446 1124161 1124606 1128066 1134639 1138560 1139069 1145048 1145389 1149213 1155327 1159637 1159373 1163563 1169888 1169997 1177180 1179866 1181224 1187602 1191090 1191354 1197529 1197919 1201688 1205765 1211449 1212716 1215865 1219232 1223114 1226013 1232433 1233586 1239471 1240764 1246928 1250202 1254024 1257533 1261193 1263980 '
'20765 Angeline Dale',694289,680089,708489,42,13,7,'644561 644420 650899 651274 657783 661363 662131 668481 671879 675213 678928 679732 686433 689832 693013 694053 696875 700243 706673 710765 713961 715126 717728 721297 728238 728949 731641 738819 741824 742303 748865 752645 756391 759427 760286 766764 766652 770520 777564 777365 783905 787452 790802 794722 797967 798859 805544 805447 812238 812335 815708 819523 826019 829795 829975 833911 836648 840788 847396 848023 853642 854143 858080 864698 868398 872013 872230 878453 879127 882313 886061 892372 895856 899569 899800 903923 910623 910942 914150 917215 923861 924189 928509 931985 935104 941516 942375 948410 948954 955485 959303 959728 965891 969336 972932 976286 980331 980871 987133 987272 991452 997234 998609 1001604 1005417 1008667 1015516 1018901 1022503 1022693 1029176 1033084 1036554 1039745 1040215 1043797 1047393 1050743 1054309 1057881 '
'718 Kelley Parks',506712,490356,523068,88,10,15,'836498 840377 846986 850621 851022 857519 860403 861157 864564 867881 874765 875218 878448 882204 888776 889011 892922 895901 899821 906683 910020 910235 916862 919945 920763 927021 928136 934684 937542 938623 942110 945461 951481 952109 958894 962127 963050 966158 970005 976338 976910 980231 983675 990420 991362 994087 1000442 1001167 1005076 1008178 1014809 1017890 1021772 1021982 1025713 1032439 1035542 1036568 1043086 1043788 1046442 1050673 1053816 1060155 1063410 1067619 1071187 1071783 1075132 1078118 1084695 1087885 1088800 1092392 1096158 1102600 1102691 1109105 1113109 1115899 1116619 1119928 1124322 1130557 1131342 1134722 1138079 1144787 1144509 1148460 1154713 1155085 1161854 1164889 1165644 1168883 1176120 1178873 1180051 1186769 1186736 1190518 1197358 1196972 1203667 1207040 1207698 1214076 1215044 1217880 1221935 1227967 1229186 1232667 1239246 1242677 1242953 1246826 1249961 1256331 '
'1912 Ruby Mills',742887,732267,753507,25,7,33,'544134 544483 548411 555218 557927 558516 564961 569133 572094 572880 575735 583166 582755 589693 593360 596848 597323 601019 603801 607372 614194 617749 621345 625098 628709 631643 635701 635764 639552 646044 646582 652987 656643 660177 660005 664007 669988 673520 677039 680453 684146 684622 691574 692099 698000 699038 701960 709092 709198 715857 719489 719576 726632 727111 733122 736840 737045 743448 744208 750687 754523 757827 757827 764567 765203 771226 771865 776071 782311 785927 785868 789252 796343 796568 802781 806992 810467 810259 813868 820654 821504 827739 828619 831554 835142 841613 845463 845605 851923 855928 856513 859555 863660 867035 873708 877146 877002 883818 884705 891215 891078 897686 897974 904894 908473 908236 912204 918360 919205 926043 926560 932486 933678 936784 940658 946413 947425 953870 956803 958108 '
'929 West Ridge',671758,661480,682036,30,1,25,'990565 993535 997389 1000703 1001462 1004866 1010918 1011702 1015195 1018834 1022807 1025822 1029271 1035627 1036570 1039773 1043037 1049421 1050297 1057076 1057190 1063660 1064490 1071010 1070938 1075040 1081761 1084761 1088580 1092148 1095714 1096164 1099312 1105930 1105991 1109835 1113343 1120212 1120835 1123733 1127603 1133480 1137337 1141071 1141042 1148203 1151010 1154891 1158181 1161380 1162347 1166259 1168947 1175525 1179499 1182587 1183625 1186959 1190103 1197296 1200063 1200636 1204655 1210668 1211742 1217877 1218035 1222307 1227919 1228793 1232545 1238844 1239620 1243307 1245993 1253031 1256644 1259821 1260612 1266961 1270092 1271208 1277281 1280585 1281828 1284399 1291117 1291464 1295128 1298413 1302687 1306287 1308983 1315428 1316601 1322566 1323750 1326420 1333429 1334250 1340236 1340378 1343922 1347797 1351229 1358096 1358784 1364589 1365035 1369340 1371936 1378627 1382537 1386165 1389861 1393196 1393835 1396441 1403859 1404106 '
'546 Reichert Row',579768,564901,594635,65,3,17,'920617 924893 928215 931406 938164 941391 945219 948315 951502 952150 955775 959371 965689 969389 970142 973562 977431 983814 986811 990857 993866 997709 1000855 1001286 1007941 1011437 1012483 1015987 1021522 1025010 1025678 1032591 1036090 1039608 1042524 1043376 1050079 1053637 1053755 1060799 1064368 1064947 1070719 1074371 1077868 1081510 1084539 1085821 1089342 1095393 1096205 1099512 1105623 1109458 1113456 1113351 1119656 1120544 1123926 1130667 1134302 1137434 1140963 1141485 1147925 1148873 1155471 1158507 1161494 1165165 1169400 1169587 1175646 1176691 1180339 1186773 1187225 1190281 1193712 1197100 1204186 1204611 1210980 1211912 1215437 1220990 1222049 1225211 1232145 1235621 1235949 1242364 1242674 1246282 1250141 1256771 1256813 1263603 1264442 1270476 1271152 1274640 1281330 1281230 1284943 1288591 1295195 1298199 1299180 1302968 1306162 1312409 1313215 1316656 1320113 1323377 1326567 1333620 1336956 1337284 '
